Ã¯country,index,week,closingprice,index1,baseyear,week1,rel_closingprice
Denmark,OMX,05/06/2020,1320.62,OMX,,05/06/2020,1.0066315
Greece,REFINITIV_G,10/01/2020,89.849998,REFINITIV_G,1,10/01/2020,1
Greece,REFINITIV_G,17/01/2020,89.279999,REFINITIV_G,,17/01/2020,.9936561
Greece,REFINITIV_G,24/01/2020,90.830002,REFINITIV_G,,24/01/2020,1.0173612
Greece,REFINITIV_G,31/01/2020,87.260002,REFINITIV_G,,31/01/2020,.9606958
Greece,REFINITIV_G,07/02/2020,86.720001,REFINITIV_G,,07/02/2020,.99381161
Greece,REFINITIV_G,14/02/2020,86.779999,REFINITIV_G,,14/02/2020,1.0006919
Greece,REFINITIV_G,21/02/2020,84.099998,REFINITIV_G,,21/02/2020,.96911728
Greece,REFINITIV_G,28/02/2020,68.82,REFINITIV_G,,28/02/2020,.81831157
Greece,REFINITIV_G,06/03/2020,65.529999,REFINITIV_G,,06/03/2020,.95219409
Greece,REFINITIV_G,13/03/2020,53.509998,REFINITIV_G,,13/03/2020,.81657255
Greece,REFINITIV_G,20/03/2020,50.150002,REFINITIV_G,,20/03/2020,.93720806
Greece,REFINITIV_G,27/03/2020,53.029999,REFINITIV_G,,27/03/2020,1.0574276
Greece,REFINITIV_G,03/04/2020,49.740002,REFINITIV_G,,03/04/2020,.93795967
Greece,REFINITIV_G,10/04/2020,56.060001,REFINITIV_G,,10/04/2020,1.1270607
Greece,REFINITIV_G,17/04/2020,54.91,REFINITIV_G,,17/04/2020,.97948623
Greece,REFINITIV_G,24/04/2020,54.169998,REFINITIV_G,,24/04/2020,.98652339
Greece,REFINITIV_G,01/05/2020,57.23,REFINITIV_G,,01/05/2020,1.0564889
Greece,REFINITIV_G,08/05/2020,54.130001,REFINITIV_G,,08/05/2020,.94583261
Greece,REFINITIV_G,15/05/2020,53.450001,REFINITIV_G,,15/05/2020,.98743767
Greece,REFINITIV_G,22/05/2020,55.310001,REFINITIV_G,,22/05/2020,1.0347989
Greece,REFINITIV_G,29/05/2020,61.049999,REFINITIV_G,,29/05/2020,1.1037787
Greece,REFINITIV_G,05/06/2020,64.720001,REFINITIV_G,,05/06/2020,1.0601147
Japan,MSCI,10/01/2020,3904.75,MSCI,1,10/01/2020,1
Japan,MSCI,17/01/2020,3928.0901,MSCI,,17/01/2020,1.0059774
Japan,MSCI,24/01/2020,3878.28,MSCI,,24/01/2020,.98731953
Japan,MSCI,31/01/2020,3691.21,MSCI,,31/01/2020,.9517647
Japan,MSCI,07/02/2020,3830.3501,MSCI,,07/02/2020,1.0376951
Japan,MSCI,14/02/2020,3885,MSCI,,14/02/2020,1.0142676
Japan,MSCI,21/02/2020,3830.02,MSCI,,21/02/2020,.98584813
Japan,MSCI,28/02/2020,3558.29,MSCI,,28/02/2020,.92905259
Japan,MSCI,06/03/2020,3561.78,MSCI,,06/03/2020,1.0009809
Japan,MSCI,13/03/2020,3200.22,MSCI,,13/03/2020,.89848894
Japan,MSCI,20/03/2020,2915.8999,MSCI,,20/03/2020,.91115606
Japan,MSCI,27/03/2020,3061.8601,MSCI,,27/03/2020,1.0500567
Japan,MSCI,03/04/2020,3035.8601,MSCI,,03/04/2020,.99150842
Japan,MSCI,10/04/2020,3206.1699,MSCI,,10/04/2020,1.0560994
Japan,MSCI,17/04/2020,3313.02,MSCI,,17/04/2020,1.0333264
Japan,MSCI,24/04/2020,3230.6299,MSCI,,24/04/2020,.97513139
Japan,MSCI,01/05/2020,3330.5801,MSCI,,01/05/2020,1.0309383
Japan,MSCI,08/05/2020,3336.9199,MSCI,,08/05/2020,1.0019035
Japan,MSCI,15/05/2020,3314.1799,MSCI,,15/05/2020,.99318534
Japan,MSCI,22/05/2020,3296.4099,MSCI,,22/05/2020,.9946382
Japan,MSCI,29/05/2020,3398.02,MSCI,,29/05/2020,1.0308244
Japan,MSCI,05/06/2020,3635.78,MSCI,,05/06/2020,1.0699701
Mexico,REFINITIV_M,10/01/2020,245.67999,REFINITIV_M,1,10/01/2020,1
Mexico,REFINITIV_M,17/01/2020,251.58,REFINITIV_M,,17/01/2020,1.0240151
Mexico,REFINITIV_M,24/01/2020,248.71001,REFINITIV_M,,24/01/2020,.98859209
Mexico,REFINITIV_M,31/01/2020,242.39,REFINITIV_M,,31/01/2020,.97458887
Mexico,REFINITIV_M,07/02/2020,246.86,REFINITIV_M,,07/02/2020,1.0184413
Mexico,REFINITIV_M,14/02/2020,253.21001,REFINITIV_M,,14/02/2020,1.0257231
Mexico,REFINITIV_M,21/02/2020,248.03999,REFINITIV_M,,21/02/2020,.97958213
Mexico,REFINITIV_M,28/02/2020,219.78999,REFINITIV_M,,28/02/2020,.88610709
Mexico,REFINITIV_M,06/03/2020,212.31,REFINITIV_M,,06/03/2020,.96596754
Mexico,REFINITIV_M,13/03/2020,181.13,REFINITIV_M,,13/03/2020,.85313928
Mexico,REFINITIV_M,20/03/2020,147.22,REFINITIV_M,,20/03/2020,.8127864
Mexico,REFINITIV_M,27/03/2020,152.25,REFINITIV_M,,27/03/2020,1.0341666
Mexico,REFINITIV_M,03/04/2020,137.84,REFINITIV_M,,03/04/2020,.90535301
Mexico,REFINITIV_M,10/04/2020,153.55,REFINITIV_M,,10/04/2020,1.1139728
Mexico,REFINITIV_M,17/04/2020,151.7,REFINITIV_M,,17/04/2020,.98795176
Mexico,REFINITIV_M,24/04/2020,143.48,REFINITIV_M,,24/04/2020,.94581407
Mexico,REFINITIV_M,01/05/2020,152.83,REFINITIV_M,,01/05/2020,1.0651659
Mexico,REFINITIV_M,08/05/2020,163.64,REFINITIV_M,,08/05/2020,1.0707321
Mexico,REFINITIV_M,15/05/2020,154.82001,REFINITIV_M,,15/05/2020,.94610125
Mexico,REFINITIV_M,22/05/2020,164.38,REFINITIV_M,,22/05/2020,1.0617491
Mexico,REFINITIV_M,29/05/2020,171.32001,REFINITIV_M,,29/05/2020,1.0422193
Mexico,REFINITIV_M,05/06/2020,187.72,REFINITIV_M,,05/06/2020,1.0957272
New Zealand,REFINITIV_NZ,10/01/2020,1457.14,REFINITIV_NZ,1,10/01/2020,1
New Zealand,REFINITIV_NZ,17/01/2020,1470.96,REFINITIV_NZ,,17/01/2020,1.0094843
New Zealand,REFINITIV_NZ,24/01/2020,1493.97,REFINITIV_NZ,,24/01/2020,1.0156429
New Zealand,REFINITIV_NZ,31/01/2020,1443.4301,REFINITIV_NZ,,31/01/2020,.96617073
New Zealand,REFINITIV_NZ,07/02/2020,1444.6801,REFINITIV_NZ,,07/02/2020,1.0008659
New Zealand,REFINITIV_NZ,14/02/2020,1458.5,REFINITIV_NZ,,14/02/2020,1.0095661
New Zealand,REFINITIV_NZ,21/02/2020,1472.73,REFINITIV_NZ,,21/02/2020,1.0097566
New Zealand,REFINITIV_NZ,28/02/2020,1347.4399,REFINITIV_NZ,,28/02/2020,.91492665
New Zealand,REFINITIV_NZ,06/03/2020,1376.22,REFINITIV_NZ,,06/03/2020,1.0213591
New Zealand,REFINITIV_NZ,13/03/2020,1143.12,REFINITIV_NZ,,13/03/2020,.83062303
New Zealand,REFINITIV_NZ,20/03/2020,1024.16,REFINITIV_NZ,,20/03/2020,.89593399
New Zealand,REFINITIV_NZ,27/03/2020,1125.1801,REFINITIV_NZ,,27/03/2020,1.098637
New Zealand,REFINITIV_NZ,03/04/2020,1133.2,REFINITIV_NZ,,03/04/2020,1.0071276
New Zealand,REFINITIV_NZ,10/04/2020,1167.97,REFINITIV_NZ,,10/04/2020,1.030683
New Zealand,REFINITIV_NZ,17/04/2020,1251.3101,REFINITIV_NZ,,17/04/2020,1.0713546
New Zealand,REFINITIV_NZ,24/04/2020,1211,REFINITIV_NZ,,24/04/2020,.96778572
New Zealand,REFINITIV_NZ,01/05/2020,1220.5601,REFINITIV_NZ,,01/05/2020,1.0078944
New Zealand,REFINITIV_NZ,08/05/2020,1263.96,REFINITIV_NZ,,08/05/2020,1.0355574
New Zealand,REFINITIV_NZ,15/05/2020,1231.6899,REFINITIV_NZ,,15/05/2020,.97446913
New Zealand,REFINITIV_NZ,22/05/2020,1265.72,REFINITIV_NZ,,22/05/2020,1.0276288
New Zealand,REFINITIV_NZ,29/05/2020,1309.02,REFINITIV_NZ,,29/05/2020,1.0342098
New Zealand,REFINITIV_NZ,05/06/2020,1396.6801,REFINITIV_NZ,,05/06/2020,1.0669662
Poland,WIG,10/01/2020,106748.86,WIG,1,10/01/2020,1
Poland,WIG,17/01/2020,105924.24,WIG,,17/01/2020,.99227518
Poland,WIG,24/01/2020,105379.82,WIG,,24/01/2020,.99486029
Poland,WIG,31/01/2020,101571.76,WIG,,31/01/2020,.96386343
Poland,WIG,07/02/2020,103747.94,WIG,,07/02/2020,1.021425
Poland,WIG,14/02/2020,103089.24,WIG,,14/02/2020,.99365103
Poland,WIG,21/02/2020,102076.16,WIG,,21/02/2020,.99017274
Poland,WIG,28/02/2020,87779.367,WIG,,28/02/2020,.85993999
Poland,WIG,06/03/2020,89785.109,WIG,,06/03/2020,1.0228498
Poland,WIG,13/03/2020,68666.617,WIG,,13/03/2020,.76478845
Poland,WIG,20/03/2020,68805.25,WIG,,20/03/2020,1.0020189
Poland,WIG,27/03/2020,71220.531,WIG,,27/03/2020,1.0351032
Poland,WIG,03/04/2020,69506.188,WIG,,03/04/2020,.97592908
Poland,WIG,10/04/2020,75262.43,WIG,,10/04/2020,1.0828162
Poland,WIG,17/04/2020,77311.844,WIG,,17/04/2020,1.0272303
Poland,WIG,24/04/2020,75987.102,WIG,,24/04/2020,.98286498
Poland,WIG,01/05/2020,78426.453,WIG,,01/05/2020,1.0321022
Poland,WIG,08/05/2020,76326.602,WIG,,08/05/2020,.97322524
Poland,WIG,15/05/2020,74675.742,WIG,,15/05/2020,.97837114
Poland,WIG,22/05/2020,79130.609,WIG,,22/05/2020,1.0596561
Poland,WIG,29/05/2020,85772.359,WIG,,29/05/2020,1.0839341
Poland,WIG,05/06/2020,92902.359,WIG,,05/06/2020,1.083127
South Africa,REFINITIV_SA,10/01/2020,385.39001,REFINITIV_SA,1,10/01/2020,1
South Africa,REFINITIV_SA,17/01/2020,384.31,REFINITIV_SA,,17/01/2020,.99719763
South Africa,REFINITIV_SA,24/01/2020,381.14999,REFINITIV_SA,,24/01/2020,.99177748
South Africa,REFINITIV_SA,31/01/2020,357.07999,REFINITIV_SA,,31/01/2020,.936849
South Africa,REFINITIV_SA,07/02/2020,366.17999,REFINITIV_SA,,07/02/2020,1.0254846
South Africa,REFINITIV_SA,14/02/2020,373.79999,REFINITIV_SA,,14/02/2020,1.0208094
South Africa,REFINITIV_SA,21/02/2020,368.31,REFINITIV_SA,,21/02/2020,.985313
South Africa,REFINITIV_SA,28/02/2020,313.66,REFINITIV_SA,,28/02/2020,.8516196
South Africa,REFINITIV_SA,06/03/2020,319.54999,REFINITIV_SA,,06/03/2020,1.0187782
South Africa,REFINITIV_SA,13/03/2020,267.45001,REFINITIV_SA,,13/03/2020,.83695829
South Africa,REFINITIV_SA,20/03/2020,215.17999,REFINITIV_SA,,20/03/2020,.80456156
South Africa,REFINITIV_SA,27/03/2020,225.53,REFINITIV_SA,,27/03/2020,1.0480993
South Africa,REFINITIV_SA,03/04/2020,214.12,REFINITIV_SA,,03/04/2020,.94940805
South Africa,REFINITIV_SA,10/04/2020,247.25,REFINITIV_SA,,10/04/2020,1.1547264
South Africa,REFINITIV_SA,17/04/2020,239.00999,REFINITIV_SA,,17/04/2020,.96667337
South Africa,REFINITIV_SA,24/04/2020,240.49001,REFINITIV_SA,,24/04/2020,1.0061922
South Africa,REFINITIV_SA,01/05/2020,246.03999,REFINITIV_SA,,01/05/2020,1.0230778
South Africa,REFINITIV_SA,08/05/2020,255.11,REFINITIV_SA,,08/05/2020,1.0368639
South Africa,REFINITIV_SA,15/05/2020,244.82001,REFINITIV_SA,,15/05/2020,.95966446
South Africa,REFINITIV_SA,22/05/2020,262.75,REFINITIV_SA,,22/05/2020,1.0732374
South Africa,REFINITIV_SA,29/05/2020,262.57001,REFINITIV_SA,,29/05/2020,.99931496
South Africa,REFINITIV_SA,05/06/2020,295.98001,REFINITIV_SA,,05/06/2020,1.1272423
Serbia,STI,10/01/2020,1499.5699,STI,1,10/01/2020,1
Serbia,STI,17/01/2020,1473.09,STI,,17/01/2020,.98234159
Serbia,STI,24/01/2020,1476.41,STI,,24/01/2020,1.0022538
Serbia,STI,31/01/2020,1505.61,STI,,31/01/2020,1.0197777
Serbia,STI,07/02/2020,1502.26,STI,,07/02/2020,.99777502
Serbia,STI,14/02/2020,1487.72,STI,,14/02/2020,.99032122
Serbia,STI,21/02/2020,1486.03,STI,,21/02/2020,.99886405
Serbia,STI,28/02/2020,1469.14,STI,,28/02/2020,.98863411
Serbia,STI,06/03/2020,1462.4,STI,,06/03/2020,.99541229
Serbia,STI,13/03/2020,1319.13,STI,,13/03/2020,.90203089
Serbia,STI,20/03/2020,1095.4,STI,,20/03/2020,.83039582
Serbia,STI,27/03/2020,1216.66,STI,,27/03/2020,1.1106993
Serbia,STI,03/04/2020,1200.4,STI,,03/04/2020,.98663551
Serbia,STI,10/04/2020,1282.99,STI,,10/04/2020,1.068802
Serbia,STI,17/04/2020,1268.13,STI,,17/04/2020,.98841769
Serbia,STI,24/04/2020,1240.9301,STI,,24/04/2020,.97855115
Serbia,STI,01/05/2020,1228.1899,STI,,01/05/2020,.9897334
Serbia,STI,08/05/2020,1230.8101,STI,,08/05/2020,1.0021334
Serbia,STI,15/05/2020,1222.7,STI,,15/05/2020,.99341077
Serbia,STI,22/05/2020,1251.55,STI,,22/05/2020,1.0235955
Serbia,STI,29/05/2020,1290.97,STI,,29/05/2020,1.0314969
Serbia,STI,05/06/2020,1302.4399,STI,,05/06/2020,1.0088848
Singapore,FTSE_SING,10/01/2020,25251.25,FTSE_SING,1,10/01/2020,1
Singapore,FTSE_SING,17/01/2020,25251.57,FTSE_SING,,17/01/2020,1.0000126
Singapore,FTSE_SING,24/01/2020,25146.73,FTSE_SING,,24/01/2020,.99584818
Singapore,FTSE_SING,31/01/2020,24254.83,FTSE_SING,,31/01/2020,.96453214
Singapore,FTSE_SING,07/02/2020,24279.99,FTSE_SING,,07/02/2020,1.0010374
Singapore,FTSE_SING,14/02/2020,24486.6,FTSE_SING,,14/02/2020,1.0085094
Singapore,FTSE_SING,21/02/2020,24208.801,FTSE_SING,,21/02/2020,.98865509
Singapore,FTSE_SING,28/02/2020,22886.75,FTSE_SING,,28/02/2020,.94538969
Singapore,FTSE_SING,06/03/2020,22549.73,FTSE_SING,,06/03/2020,.98527449
Singapore,FTSE_SING,13/03/2020,19748.75,FTSE_SING,,13/03/2020,.87578654
Singapore,FTSE_SING,20/03/2020,17938.73,FTSE_SING,,20/03/2020,.90834767
Singapore,FTSE_SING,27/03/2020,19108.801,FTSE_SING,,27/03/2020,1.065226
Singapore,FTSE_SING,03/04/2020,17900.77,FTSE_SING,,03/04/2020,.93678141
Singapore,FTSE_SING,10/04/2020,19445.43,FTSE_SING,,10/04/2020,1.0862901
Singapore,FTSE_SING,17/04/2020,19767.99,FTSE_SING,,17/04/2020,1.016588
Singapore,FTSE_SING,24/04/2020,19027.529,FTSE_SING,,24/04/2020,.96254241
Singapore,FTSE_SING,01/05/2020,19904.471,FTSE_SING,,01/05/2020,1.046088
Singapore,FTSE_SING,08/05/2020,19738.461,FTSE_SING,,08/05/2020,.9916597
Singapore,FTSE_SING,15/05/2020,19152.66,FTSE_SING,,15/05/2020,.97032183
Singapore,FTSE_SING,22/05/2020,19206.42,FTSE_SING,,22/05/2020,1.0028069
Singapore,FTSE_SING,29/05/2020,19502.24,FTSE_SING,,29/05/2020,1.0154022
Singapore,FTSE_SING,05/06/2020,21509.82,FTSE_SING,,05/06/2020,1.102941
Sweden,REFINITIV_SW,10/01/2020,230.72,REFINITIV_SW,1,10/01/2020,1
Sweden,REFINITIV_SW,17/01/2020,233.14999,REFINITIV_SW,,17/01/2020,1.0105323
Sweden,REFINITIV_SW,24/01/2020,233.03,REFINITIV_SW,,24/01/2020,.99948531
Sweden,REFINITIV_SW,31/01/2020,227.23,REFINITIV_SW,,31/01/2020,.97511047
Sweden,REFINITIV_SW,07/02/2020,236.24001,REFINITIV_SW,,07/02/2020,1.0396515
Sweden,REFINITIV_SW,14/02/2020,240.78999,REFINITIV_SW,,14/02/2020,1.01926
Sweden,REFINITIV_SW,21/02/2020,242.58,REFINITIV_SW,,21/02/2020,1.0074339
Sweden,REFINITIV_SW,28/02/2020,215.92,REFINITIV_SW,,28/02/2020,.89009809
Sweden,REFINITIV_SW,06/03/2020,214.24001,REFINITIV_SW,,06/03/2020,.99221939
Sweden,REFINITIV_SW,13/03/2020,173.57001,REFINITIV_SW,,13/03/2020,.81016618
Sweden,REFINITIV_SW,20/03/2020,159.48,REFINITIV_SW,,20/03/2020,.91882229
Sweden,REFINITIV_SW,27/03/2020,175.35001,REFINITIV_SW,,27/03/2020,1.099511
Sweden,REFINITIV_SW,03/04/2020,171.53999,REFINITIV_SW,,03/04/2020,.97827196
Sweden,REFINITIV_SW,10/04/2020,187.42999,REFINITIV_SW,,10/04/2020,1.0926315
Sweden,REFINITIV_SW,17/04/2020,190.07001,REFINITIV_SW,,17/04/2020,1.0140853
Sweden,REFINITIV_SW,24/04/2020,188.94,REFINITIV_SW,,24/04/2020,.99405479
Sweden,REFINITIV_SW,01/05/2020,199.13,REFINITIV_SW,,01/05/2020,1.0539324
Sweden,REFINITIV_SW,08/05/2020,201.13,REFINITIV_SW,,08/05/2020,1.0100437
Sweden,REFINITIV_SW,15/05/2020,191.17,REFINITIV_SW,,15/05/2020,.95047975
Sweden,REFINITIV_SW,22/05/2020,205.85001,REFINITIV_SW,,22/05/2020,1.0767903
Sweden,REFINITIV_SW,29/05/2020,221.37,REFINITIV_SW,,29/05/2020,1.0753946
Sweden,REFINITIV_SW,05/06/2020,238.75999,REFINITIV_SW,,05/06/2020,1.0785563
Turkey,REFINITIV_TUR,10/01/2020,1129.4,REFINITIV_TUR,1,10/01/2020,1
Turkey,REFINITIV_TUR,17/01/2020,1131.3101,REFINITIV_TUR,,17/01/2020,1.0016912
Turkey,REFINITIV_TUR,24/01/2020,1134.59,REFINITIV_TUR,,24/01/2020,1.0028992
Turkey,REFINITIV_TUR,31/01/2020,1105.25,REFINITIV_TUR,,31/01/2020,.97414047
Turkey,REFINITIV_TUR,07/02/2020,1135.38,REFINITIV_TUR,,07/02/2020,1.0272608
Turkey,REFINITIV_TUR,14/02/2020,1140.24,REFINITIV_TUR,,14/02/2020,1.0042804
Turkey,REFINITIV_TUR,21/02/2020,1140.87,REFINITIV_TUR,,21/02/2020,1.0005525
Turkey,REFINITIV_TUR,28/02/2020,1008.53,REFINITIV_TUR,,28/02/2020,.88400084
Turkey,REFINITIV_TUR,06/03/2020,1001.84,REFINITIV_TUR,,06/03/2020,.9933666
Turkey,REFINITIV_TUR,13/03/2020,805.47998,REFINITIV_TUR,,13/03/2020,.80400062
Turkey,REFINITIV_TUR,20/03/2020,764.34003,REFINITIV_TUR,,20/03/2020,.9489249
Turkey,REFINITIV_TUR,27/03/2020,849.59998,REFINITIV_TUR,,27/03/2020,1.1115471
Turkey,REFINITIV_TUR,03/04/2020,820.62,REFINITIV_TUR,,03/04/2020,.96588987
Turkey,REFINITIV_TUR,10/04/2020,885.46997,REFINITIV_TUR,,10/04/2020,1.0790256
Turkey,REFINITIV_TUR,17/04/2020,889.04999,REFINITIV_TUR,,17/04/2020,1.0040431
Turkey,REFINITIV_TUR,24/04/2020,874.03998,REFINITIV_TUR,,24/04/2020,.98311681
Turkey,REFINITIV_TUR,01/05/2020,906.46002,REFINITIV_TUR,,01/05/2020,1.0370922
Turkey,REFINITIV_TUR,08/05/2020,907.07001,REFINITIV_TUR,,08/05/2020,1.0006729
Turkey,REFINITIV_TUR,15/05/2020,872.60999,REFINITIV_TUR,,15/05/2020,.96200955
Turkey,REFINITIV_TUR,22/05/2020,914.52002,REFINITIV_TUR,,22/05/2020,1.0480283
Turkey,REFINITIV_TUR,29/05/2020,961.84003,REFINITIV_TUR,,29/05/2020,1.051743
Turkey,REFINITIV_TUR,05/06/2020,1041.02,REFINITIV_TUR,,05/06/2020,1.0823214
Vietnam,VI,10/01/2020,.28999999,VI,1,10/01/2020,1
Vietnam,VI,17/01/2020,.28999999,VI,,17/01/2020,1
Vietnam,VI,24/01/2020,.30000001,VI,,24/01/2020,1.0344828
Vietnam,VI,31/01/2020,.28,VI,,31/01/2020,.93333328
Vietnam,VI,07/02/2020,.28,VI,,07/02/2020,1
Vietnam,VI,14/02/2020,.28,VI,,14/02/2020,1
Vietnam,VI,21/02/2020,.28,VI,,21/02/2020,1
Vietnam,VI,28/02/2020,.27000001,VI,,28/02/2020,.96428573
Vietnam,VI,06/03/2020,.27000001,VI,,06/03/2020,1
Vietnam,VI,13/03/2020,.23,VI,,13/03/2020,.85185182
Vietnam,VI,20/03/2020,.20999999,VI,,20/03/2020,.91304344
Vietnam,VI,27/03/2020,.20999999,VI,,27/03/2020,1
Vietnam,VI,03/04/2020,.20999999,VI,,03/04/2020,1
Vietnam,VI,10/04/2020,.23,VI,,10/04/2020,1.0952382
Vietnam,VI,17/04/2020,.23999999,VI,,17/04/2020,1.0434783
Vietnam,VI,24/04/2020,.23,VI,,24/04/2020,.95833337
Vietnam,VI,01/05/2020,.23,VI,,01/05/2020,1
Vietnam,VI,08/05/2020,.25,VI,,08/05/2020,1.0869565
Vietnam,VI,15/05/2020,.25,VI,,15/05/2020,1
Vietnam,VI,22/05/2020,.25999999,VI,,22/05/2020,1.04
Vietnam,VI,29/05/2020,.25999999,VI,,29/05/2020,1
Vietnam,VI,05/06/2020,.27000001,VI,,05/06/2020,1.0384616
